Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Article Influence Score
370,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,10.793,3.878
371,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,10.787,2.443
372,SIAM REVIEW,SIAM REV,10.780,6.940
373,Annual Review of Analytical Chemistry,ANNU REV ANAL CHEM,10.745,3.213
374,Bioengineering & Translational Medicine,BIOENG TRANSL MED,10.711,2.045
375,IEEE NETWORK,IEEE NETWORK,10.693,2.208
376,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,10.680,2.362
377,AGE AND AGEING,AGE AGEING,10.668,2.376
378,BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,10.618,1.548
379,KIDNEY INTERNATIONAL,KIDNEY INT,10.612,3.326
380,Reviews in Aquaculture,REV AQUACULT,10.592,1.773
381,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,10.588,1.482
382,Kidney International Supplements,KIDNEY INT SUPPL,10.545,5.177
383,JOURNAL OF CELL BIOLOGY,J CELL BIOL,10.539,4.316
384,IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,10.506,2.101
385,NPG Asia Materials,NPG ASIA MATER,10.481,2.108
386,Journal of Advanced Research,J ADV RES,10.479,1.558
387,IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,10.451,2.949
388,JOURNAL OF NANOBIOTECHNOLOGY,J NANOBIOTECHNOL,10.435,1.401
389,Annual Review of Virology,ANNU REV VIROL,10.431,5.882
390,ANNALS OF NEUROLOGY,ANN NEUROL,10.422,4.406
391,Cancer Communications,CANCER COMMUN,10.392,2.059
392,IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,10.384,2.827
393,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRIT REV SOLID STATE,10.367,1.925
394,npj Regenerative Medicine,NPJ REGEN MED,10.364,3.043
395,MOVEMENT DISORDERS,MOVEMENT DISORD,10.338,2.885
396,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,10.315,3.816
397,Cell Systems,CELL SYST,10.304,8.286
398,ISME Journal,ISME J,10.302,3.503
399,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,J NEUROL NEUROSUR PS,10.283,3.200
400,ACM COMPUTING SURVEYS,ACM COMPUT SURV,10.282,2.631
400,JAMA Dermatology,JAMA DERMATOL,10.282,3.304
402,JOURNAL OF HEART AND LUNG TRANSPLANTATION,J HEART LUNG TRANSPL,10.247,2.854
403,Gut Microbes,GUT MICROBES,10.245,3.133
404,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,10.215,2.202
405,RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,10.204,1.534
406,HYPERTENSION,HYPERTENSION,10.190,2.633
407,GREEN CHEMISTRY,GREEN CHEM,10.182,1.803
408,REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,10.164,2.311
409,NEW PHYTOLOGIST,NEW PHYTOL,10.152,2.941
410,DIABETOLOGIA,DIABETOLOGIA,10.122,2.868
411,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,10.121,3.462
412,ENDOSCOPY,ENDOSCOPY,10.093,3.004
413,Journal of Magnesium and Alloys,J MAGNES ALLOY,10.088,1.080
414,Journal of Industrial Information Integration,J IND INF INTEGR,10.063,1.416
415,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,10.057,2.192
416,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,10.048,2.781
417,AMERICAN JOURNAL OF HEMATOLOGY,AM J HEMATOL,10.047,2.504
418,Applied Materials Today,APPL MATER TODAY,10.041,1.775
419,Biofabrication,BIOFABRICATION,10.020,2.062
420,Cold Spring Harbor Perspectives in Biology,CSH PERSPECT BIOL,10.005,5.477
421,Wiley Interdisciplinary Reviews-RNA,WIRES RNA,9.957,3.233
422,Cardiovascular Diabetology,CARDIOVASC DIABETOL,9.951,1.565
423,HAEMATOLOGICA,HAEMATOLOGICA,9.941,3.148
424,Advanced Healthcare Materials,ADV HEALTHC MATER,9.933,1.705
425,Advanced Optical Materials,ADV OPT MATER,9.926,2.141
426,NEUROLOGY,NEUROLOGY,9.910,3.588
427,ONCOGENE,ONCOGENE,9.867,2.100
428,Chemical Science,CHEM SCI,9.825,2.499
429,CHEMISTRY OF MATERIALS,CHEM MATER,9.811,2.460
430,PLANT BIOTECHNOLOGY JOURNAL,PLANT BIOTECHNOL J,9.803,2.235
431,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,9.795,2.695
432,METABOLIC ENGINEERING,METAB ENG,9.783,2.240
433,JOURNAL OF CONTROLLED RELEASE,J CONTROL RELEASE,9.776,1.785
434,AUTOIMMUNITY REVIEWS,AUTOIMMUN REV,9.754,2.080
435,APPLIED ENERGY,APPL ENERG,9.746,1.834
436,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,9.740,2.539
437,ENERGY CONVERSION AND MANAGEMENT,ENERG CONVERS MANAGE,9.709,1.445
438,Opto-Electronic Advances,OPTO-ELECTRON ADV,9.682,2.187
439,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,9.680,2.572
440,Journal of Energy Chemistry,J ENERGY CHEM,9.676,1.178
441,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,9.642,1.244
442,SEPARATION AND PURIFICATION REVIEWS,SEP PURIF REV,9.636,1.744
443,Seminars in Immunopathology,SEMIN IMMUNOPATHOL,9.623,3.449
444,ENVIRONMENT INTERNATIONAL,ENVIRON INT,9.621,2.122
445,IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,9.619,2.509
446,Trends in Environmental Analytical Chemistry,TRENDS ENVIRON ANAL,9.600,1.370
447,ANGIOGENESIS,ANGIOGENESIS,9.596,1.821
448,CARBON,CARBON,9.594,1.485
449,Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,9.590,4.725
450,DRUGS,DRUGS,9.546,1.941
451,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRON CHANG,9.523,3.751
452,DESALINATION,DESALINATION,9.501,1.339
453,ECOLOGY LETTERS,ECOL LETT,9.492,4.082
454,IEEE Internet of Things Journal,IEEE INTERNET THINGS,9.471,1.793
455,DIABETES,DIABETES,9.461,2.737
456,JOURNAL OF CLINICAL ANESTHESIA,J CLIN ANESTH,9.452,1.042
457,Science China-Chemistry,SCI CHINA CHEM,9.445,0.972
458,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,9.427,2.596
459,Cell Reports,CELL REP,9.423,4.515
460,CHEST,CHEST,9.410,3.445
461,BULLETIN OF THE WORLD HEALTH ORGANIZATION,B WORLD HEALTH ORGAN,9.408,3.845
462,Particle and Fibre Toxicology,PART FIBRE TOXICOL,9.400,1.704
463,Annual Review of Cancer Biology-Series,ANNU REV CANCER BIOL,9.391,4.115
464,CARBOHYDRATE POLYMERS,CARBOHYD POLYM,9.381,1.077
465,npj Clean Water,NPJ CLEAN WATER,9.378,1.937
466,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,9.319,3.507
467,AMERICAN JOURNAL OF PUBLIC HEALTH,AM J PUBLIC HEALTH,9.308,3.713
468,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,9.306,3.124
469,AGING CELL,AGING CELL,9.304,2.613
470,BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,9.302,2.259
471,Materials Today Physics,MATER TODAY PHYS,9.298,2.373
472,Journal of Cleaner Production,J CLEAN PROD,9.297,1.288
473,Cochrane Database of Systematic Reviews,COCHRANE DB SYST REV,9.289,3.171
474,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,9.264,2.272
475,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,9.261,2.228
476,THORAX,THORAX,9.250,4.051
477,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,EUR J NUCL MED MOL I,9.236,2.146
478,ACS Applied Materials & Interfaces,ACS APPL MATER INTER,9.229,1.697
479,Cellular and Molecular Gastroenterology and Hepatology,CELL MOL GASTROENTER,9.225,2.880
480,Obesity Reviews,OBES REV,9.213,3.530
481,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,WIRES NANOMED NANOBI,9.182,1.609
482,BRITISH JOURNAL OF ANAESTHESIA,BRIT J ANAESTH,9.166,2.666
483,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,9.162,2.867
484,PHYSICAL REVIEW LETTERS,PHYS REV LETT,9.161,3.105
485,FOOD HYDROCOLLOIDS,FOOD HYDROCOLLOID,9.147,1.188
486,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,9.144,2.421
487,JOURNAL OF POWER SOURCES,J POWER SOURCES,9.127,1.382
488,CRITICAL CARE,CRIT CARE,9.097,3.035
489,Comprehensive Physiology,COMPR PHYSIOL,9.090,2.978
490,ARTIFICIAL INTELLIGENCE,ARTIF INTELL,9.088,2.419
491,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,9.079,4.050
492,COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,9.078,1.337
493,Current Climate Change Reports,CURR CLIM CHANGE REP,9.077,3.981
494,Journal of Crohns & Colitis,J CROHNS COLITIS,9.071,2.863
495,Topics in Current Chemistry,TOPICS CURR CHEM,9.060,2.279
496,GENOME RESEARCH,GENOME RES,9.043,7.298
497,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,9.031,2.880
498,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,9.028,1.905
499,Environmental Chemistry Letters,ENVIRON CHEM LETT,9.027,0.964
500,TRENDS IN PARASITOLOGY,TRENDS PARASITOL,9.014,3.012
501,Advances in Applied Mechanics,ADV APPL MECH,9.000,2.748
502,JOURNAL OF INTERNAL MEDICINE,J INTERN MED,8.989,2.501
502,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,8.989,3.390
504,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,8.982,3.497
505,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,8.979,2.045
506,IEEE Transactions on Smart Grid,IEEE T SMART GRID,8.960,2.614
507,Brain Stimulation,BRAIN STIMUL,8.955,2.622
508,Acta Biomaterialia,ACTA BIOMATER,8.947,1.535
509,PSYCHOLOGICAL REVIEW,PSYCHOL REV,8.934,4.864
510,Annual Review of Genomics and Human Genetics,ANNU REV GENOM HUM G,8.929,5.014
511,ChemSusChem,CHEMSUSCHEM,8.928,1.733
512,Annual Review of Animal Biosciences,ANNU REV ANIM BIOSCI,8.923,3.289
513,Nano Research,NANO RES,8.897,1.670
514,Molecular Therapy-Nucleic Acids,MOL THER-NUCL ACIDS,8.886,1.766
515,Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,8.861,2.348
516,AMERICAN JOURNAL OF KIDNEY DISEASES,AM J KIDNEY DIS,8.860,2.938
517,Circulation-Heart Failure,CIRC-HEART FAIL,8.846,3.335
518,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,INT J ENG SCI,8.843,1.361
519,European Respiratory Review,EUR RESPIR REV,8.839,2.526
520,PHYSIOLOGY,PHYSIOLOGY,8.831,2.813
521,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,8.829,3.717
522,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,8.822,2.671
522,GENETICS IN MEDICINE,GENET MED,8.822,4.372
524,EMBO REPORTS,EMBO REP,8.807,3.900
525,BMC Medicine,BMC MED,8.775,3.758
526,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,8.766,4.048
527,JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,8.742,1.131
528,BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,8.740,1.566
529,JOURNAL OF CLINICAL PERIODONTOLOGY,J CLIN PERIODONTOL,8.728,1.836
530,EXPERIMENTAL AND MOLECULAR MEDICINE,EXP MOL MED,8.718,2.031
531,AMERICAN STATISTICIAN,AM STAT,8.710,3.482
532,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,8.709,1.046
533,Advances in Nutrition,ADV NUTR,8.701,2.829
534,METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,8.697,1.833
535,CANCER LETTERS,CANCER LETT,8.679,1.623
536,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,CLIN REV ALLERG IMMU,8.667,1.979
537,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,AM J OBSTET GYNECOL,8.661,2.707
538,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,8.653,2.559
539,npj Parkinsons Disease,NPJ PARKINSONS DIS,8.651,2.294
540,JACC-Basic to Translational Science,JACC-BASIC TRANSL SC,8.648,3.993
541,JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,8.633,1.151
542,npj Climate and Atmospheric Science,NPJ CLIM ATMOS SCI,8.624,3.459
543,npj Genomic Medicine,NPJ GENOM MED,8.617,3.060
544,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,8.606,2.578
545,BIOSCIENCE,BIOSCIENCE,8.589,3.012
546,Solar RRL,SOL RRL,8.582,1.712
547,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,8.568,0.974
548,JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,8.551,2.298
549,MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,8.545,2.969
550,Evidence-Based Mental Health,EVID-BASED MENT HEAL,8.541,2.525
551,COMPUTERS & EDUCATION,COMPUT EDUC,8.538,2.057
552,COMPOSITES SCIENCE AND TECHNOLOGY,COMPOS SCI TECHNOL,8.528,1.267
553,Nano Convergence,NANO CONVERG,8.526,1.189
554,JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,8.490,1.505
555,JAMA Network Open,JAMA NETW OPEN,8.485,3.851
555,Neurology-Neuroimmunology & Neuroinflammation,NEUROL-NEUROIMMUNOL,8.485,2.341
557,Photoacoustics,PHOTOACOUSTICS,8.484,1.467
558,Cell Death & Disease,CELL DEATH DIS,8.469,1.810
559,Nanophotonics,NANOPHOTONICS-BERLIN,8.449,2.374
560,CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,8.429,1.643
561,JOURNAL OF BIOMEDICAL SCIENCE,J BIOMED SCI,8.410,1.523
562,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,8.401,1.932
563,Engineering Applications of Computational Fluid Mechanics,ENG APPL COMP FLUID,8.391,0.760
564,CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,8.382,3.864
565,PLANT PHYSIOLOGY,PLANT PHYSIOL,8.340,2.459
566,CLINICAL CHEMISTRY,CLIN CHEM,8.327,2.730
567,Journal of Neuroinflammation,J NEUROINFLAMM,8.322,1.866
568,JOURNAL OF CLINICAL IMMUNOLOGY,J CLIN IMMUNOL,8.317,1.914
569,JCI Insight,JCI INSIGHT,8.315,3.183
570,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,8.313,2.081
571,ACS Materials Letters,ACS MATER LETT,8.312,2.195
572,Materials Today Chemistry,MATER TODAY CHEM,8.301,1.206
573,Science China-Materials,SCI CHINA MATER,8.273,1.020
574,CHINESE JOURNAL OF CATALYSIS,CHINESE J CATAL,8.271,0.920
575,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,8.262,3.696
576,npj Precision Oncology,NPJ PRECIS ONCOL,8.254,2.616
577,BLOOD REVIEWS,BLOOD REV,8.250,2.113
577,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,8.250,3.142
579,Clinical Journal of the American Society of Nephrology,CLIN J AM SOC NEPHRO,8.237,2.880
580,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,8.236,2.178
581,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,8.225,3.483
582,Science Signaling,SCI SIGNAL,8.218,2.995
583,IEEE Transactions on Services Computing,IEEE T SERV COMPUT,8.216,1.575
584,Green Energy & Environment,GREEN ENERGY ENVIRON,8.207,1.465
585,ACTA MATERIALIA,ACTA MATER,8.203,2.075
586,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,8.198,1.377
587,PROGRESS IN CARDIOVASCULAR DISEASES,PROG CARDIOVASC DIS,8.194,1.936
588,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,8.171,2.699
589,Therapeutic Advances in Medical Oncology,THER ADV MED ONCOL,8.168,1.763
590,eLife,ELIFE,8.146,4.595
591,EBioMedicine,EBIOMEDICINE,8.143,2.299
592,ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,8.139,1.453
593,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,8.136,3.303
593,Lancet Rheumatology,LANCET RHEUMATOL,8.136,4.395
595,Environmental Science-Nano,ENVIRON SCI-NANO,8.131,1.427
596,JOURNAL OF COLLOID AND INTERFACE SCIENCE,J COLLOID INTERF SCI,8.128,1.063
597,Cell Chemical Biology,CELL CHEM BIOL,8.116,3.199
598,OncoImmunology,ONCOIMMUNOLOGY,8.110,2.003
599,Materials Today Nano,MATER TODAY NANO,8.109,1.645
600,Conservation Letters,CONSERV LETT,8.105,2.702
601,Virtual and Physical Prototyping,VIRTUAL PHYS PROTOTY,8.092,1.702
602,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,8.090,1.992
602,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,SCI TECHNOL ADV MAT,8.090,1.318
604,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,TRANSPORT RES C-EMER,8.089,2.080
605,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,8.086,2.366
606,EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,8.082,3.659
607,ENVIRONMENTAL POLLUTION,ENVIRON POLLUT,8.071,1.385
607,Soft Robotics,SOFT ROBOT,8.071,2.225
609,CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,8.067,2.561
609,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,J MATER SCI TECHNOL,8.067,1.085
611,NEURAL NETWORKS,NEURAL NETWORKS,8.050,2.207
612,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,REV ENVIRON SCI BIO,8.044,1.610
613,KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,8.038,1.415
614,PLOS BIOLOGY,PLOS BIOL,8.029,3.974
615,SPACE SCIENCE REVIEWS,SPACE SCI REV,8.017,4.847
616,Translational Neurodegeneration,TRANSL NEURODEGENER,8.014,2.012
617,RENEWABLE ENERGY,RENEW ENERG,8.001,1.212
618,Essays in Biochemistry,ESSAYS BIOCHEM,8.000,2.549
618,Foundations and Trends in Information Retrieval,FOUND TRENDS INF RET,8.000,1.879
618,Oceanography and Marine Biology,OCEANOGR MAR BIOL,8.000,2.885
618,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,PROG CRYST GROWTH CH,8.000,1.471
622,JOURNAL OF PATHOLOGY,J PATHOL,7.996,2.371
623,MATERIALS & DESIGN,MATER DESIGN,7.991,1.255
624,Virus Evolution,VIRUS EVOL,7.989,3.920
625,ENGINEERING WITH COMPUTERS,ENG COMPUT-GERMANY,7.963,0.795
625,SCIENCE OF THE TOTAL ENVIRONMENT,SCI TOTAL ENVIRON,7.963,1.304
627,PROGRESS IN PHOTOVOLTAICS,PROG PHOTOVOLTAICS,7.953,1.266
628,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,7.934,3.003
629,JOURNAL OF CATALYSIS,J CATAL,7.920,1.691
630,IEEE Transactions on Sustainable Energy,IEEE T SUSTAIN ENERG,7.917,2.387
631,STROKE,STROKE,7.914,2.575
632,ANESTHESIOLOGY,ANESTHESIOLOGY,7.892,2.483
633,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,INT J PROD ECON,7.885,1.471
634,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,7.880,1.870
635,Limnology and Oceanography Letters,LIMNOL OCEANOGR LETT,7.875,2.198
636,Computer Science Review,COMPUT SCI REV,7.872,2.283
637,mBio,MBIO,7.867,2.855
638,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,7.855,2.570
639,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,7.851,1.707
640,Advanced Materials Technologies,ADV MATER TECHNOL-US,7.848,1.637
640,Nanotechnology Reviews,NANOTECHNOL REV,7.848,0.545
642,MODERN PATHOLOGY,MODERN PATHOL,7.842,2.489
643,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,J MANAGE INFORM SYST,7.838,1.974
644,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,7.834,2.968
645,Journal of Tissue Engineering,J TISSUE ENG,7.813,1.121
646,European Journal of Preventive Cardiology,EUR J PREV CARDIOL,7.804,1.566
647,Acta Neuropathologica Communications,ACTA NEUROPATHOL COM,7.801,2.542
648,NUTRITION RESEARCH REVIEWS,NUTR RES REV,7.800,2.019
649,CLINICAL NUCLEAR MEDICINE,CLIN NUCL MED,7.794,1.398
650,Circulation-Cardiovascular Imaging,CIRC-CARDIOVASC IMAG,7.792,3.347
651,Nanoscale,NANOSCALE,7.790,1.470
652,Methods in Ecology and Evolution,METHODS ECOL EVOL,7.781,3.613
653,BIOINORGANIC CHEMISTRY AND APPLICATIONS,BIOINORG CHEM APPL,7.778,0.692
654,Global Food Security-Agriculture Policy Economics and Environment,GLOB FOOD SECUR-AGR,7.772,2.162
655,Stem Cell Reports,STEM CELL REP,7.765,2.576
656,PATTERN RECOGNITION,PATTERN RECOGN,7.740,1.761
657,MEDICAL JOURNAL OF AUSTRALIA,MED J AUSTRALIA,7.738,2.059
658,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,7.727,2.212
659,PSYCHOLOGICAL MEDICINE,PSYCHOL MED,7.723,2.867
660,GeroScience,GEROSCIENCE,7.713,1.545
661,ACS Sensors,ACS SENSORS,7.711,1.658
662,AUTOMATION IN CONSTRUCTION,AUTOMAT CONSTR,7.700,1.137
663,GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,7.691,2.956
663,IEEE Transactions on Emerging Topics in Computing,IEEE T EMERG TOP COM,7.691,1.391
665,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,COMPOS PART A-APPL S,7.664,1.316
666,Fluids and Barriers of the CNS,FLUIDS BARRIERS CNS,7.662,1.408
667,OBSTETRICS AND GYNECOLOGY,OBSTET GYNECOL,7.661,2.866
668,PHARMACOLOGICAL RESEARCH,PHARMACOL RES,7.658,1.407
669,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,7.653,2.149
670,Acta Crystallographica Section D-Structural Biology,ACTA CRYSTALLOGR D,7.652,2.982
671,BRITISH JOURNAL OF CANCER,BRIT J CANCER,7.640,2.164
672,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,7.638,2.062
673,COMPUTERS IN INDUSTRY,COMPUT IND,7.635,1.108
674,CRITICAL REVIEWS IN MICROBIOLOGY,CRIT REV MICROBIOL,7.624,1.916
675,Neurotherapeutics,NEUROTHERAPEUTICS,7.620,2.200
676,MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,7.619,3.277
677,SOIL BIOLOGY & BIOCHEMISTRY,SOIL BIOL BIOCHEM,7.609,1.697
678,M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,7.600,3.075
679,CRITICAL CARE MEDICINE,CRIT CARE MED,7.598,3.015
680,PERIODONTOLOGY 2000,PERIODONTOL 2000,7.589,2.703
681,Sustainable Cities and Society,SUSTAIN CITIES SOC,7.587,1.028
682,CEMENT & CONCRETE COMPOSITES,CEMENT CONCRETE COMP,7.586,1.701
683,RHEUMATOLOGY,RHEUMATOLOGY,7.580,2.091
684,Materials Today Advances,MATER TODAY ADV,7.579,2.010
685,Reviews of Environmental Contamination and Toxicology,REV ENVIRON CONTAM T,7.563,1.238
686,Frontiers in Immunology,FRONT IMMUNOL,7.561,1.965
687,Digestive Endoscopy,DIGEST ENDOSC,7.559,1.362
688,INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,7.555,1.749
689,Engineering,ENGINEERING-PRC,7.553,1.753
690,TOBACCO CONTROL,TOB CONTROL,7.552,2.053
691,Journal of Manufacturing Technology Management,J MANUF TECHNOL MANA,7.547,0.664
692,ACS Photonics,ACS PHOTONICS,7.529,2.093
693,JOURNAL OF GASTROENTEROLOGY,J GASTROENTEROL,7.527,1.741
694,NEUROSCIENTIST,NEUROSCIENTIST,7.519,2.252
695,FOOD CHEMISTRY,FOOD CHEM,7.514,1.054
696,Molecular Autism,MOL AUTISM,7.509,2.476
697,Epilepsy Currents,EPILEPSY CURR,7.500,2.990
698,Earths Future,EARTHS FUTURE,7.495,2.600
699,ULTRASONICS SONOCHEMISTRY,ULTRASON SONOCHEM,7.491,0.993
700,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,7.486,2.836
701,Oncogenesis,ONCOGENESIS,7.485,2.006
702,European Urology Oncology,EUR UROL ONCOL,7.479,2.975
703,SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,7.460,0.994
704,GLIA,GLIA,7.452,2.007
705,JOURNAL OF UROLOGY,J UROLOGY,7.450,1.857
706,JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,7.446,1.556
707,NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,7.444,2.691
708,BMC BIOLOGY,BMC BIOL,7.431,3.090
709,Advances in Ecological Research,ADV ECOL RES,7.429,2.644
710,Molecular Metabolism,MOL METAB,7.422,2.386
711,Astrophysical Journal Letters,ASTROPHYS J LETT,7.413,2.618
712,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,7.410,4.713
713,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,AM J CLIN DERMATOL,7.403,1.554
714,IMMUNOLOGY,IMMUNOLOGY,7.397,1.565
715,INTERNATIONAL JOURNAL OF CANCER,INT J CANCER,7.396,2.014
716,Journal of Materials Chemistry C,J MATER CHEM C,7.393,1.253
717,Current Neuropharmacology,CURR NEUROPHARMACOL,7.390,1.785
718,JAMA Ophthalmology,JAMA OPHTHALMOL,7.389,2.781
